id,price,latitude,longitude,katastrinumber,url
3710069,380 €  14.1 €/m²,58.372933847291,26.719342119241,,https://www.kv.ee/3710069
3711690,890 €  17.5 €/m²,58.376855711051,26.706328674869,79301:001:0836,https://www.kv.ee/3711690
3714989,400 €  17.8 €/m²,58.370305,26.774998,79516:028:0001,https://www.kv.ee/3714989
3716787,150 €  3.22 €/m²,58.352614,26.682475,79505:005:0040,https://www.kv.ee/3716787
3716817,750 €  12.2 €/m²,58.37796969999999,26.7222553,79507:023:0002,https://www.kv.ee/3716817
3717734,450 €  9.78 €/m²,58.37307509999999,26.7595903,,https://www.kv.ee/3717734
3718502,460 €  11.2 €/m²,58.37634,26.728055,79507:047:0004,https://www.kv.ee/3718502
3718550,950 €  10.9 €/m²,58.3828337,26.7185152,,https://www.kv.ee/3718550
3719083,475 €  7.32 €/m²,58.387559,26.7266429,79514:008:0012,https://www.kv.ee/3719083
3719755,460 €  10.6 €/m²,58.381564,26.742985,79514:025:0013,https://www.kv.ee/3719755
3719765,400 €  10 €/m²,58.389588,26.722853,79514:007:0011,https://www.kv.ee/3719765
3720506,440 €  24.4 €/m²,58.381997,26.731625,79301:001:0121,https://www.kv.ee/3720506
3720736,380 €  10.2 €/m²,58.376397,26.714854,79507:030:0013,https://www.kv.ee/3720736
3722437,290 €  15.3 €/m²,58.372418,26.710528,79506:006:0009,https://www.kv.ee/3722437
3722641,450 €  9.57 €/m²,58.34807619999999,26.7053586,,https://www.kv.ee/3722641
3723707,503 €  7.51 €/m²,58.37587139999999,26.7310259,,https://www.kv.ee/3723707
3723709,503 €  7.51 €/m²,58.375798,26.730682,,https://www.kv.ee/3723709
3724025,250 €  19.8 €/m²,58.3940239,26.7203051,,https://www.kv.ee/3724025
3724774,1 250 €  17.5 €/m²,58.3778792,26.7200907,79507:031:0010,https://www.kv.ee/3724774
3725033,500 €  10.1 €/m²,58.377003,26.704483,79506:001:0005,https://www.kv.ee/3725033
3725076,430 €  12.4 €/m²,58.35790799999999,26.723279,79510:004:0011,https://www.kv.ee/3725076
3726515,375 €  8.19 €/m²,58.377494,26.749648,79516:032:0001,https://www.kv.ee/3726515
3726527,525 €  13.3 €/m²,58.377245,26.710027,79506:004:0008,https://www.kv.ee/3726527
3727451,370 €  11.6 €/m²,58.3748714,26.6876315,79502:028:0032,https://www.kv.ee/3727451
3729333,390 €  25 €/m²,58.373369644632,26.720474912967,,https://www.kv.ee/3729333
3730300,1 100 €  11.4 €/m²,58.3795494,26.7186893,79507:023:0007,https://www.kv.ee/3730300
3731560,550 €  13.2 €/m²,58.3626645,26.7321898,79508:042:0008,https://www.kv.ee/3731560
3731628,360 €  17.4 €/m²,58.381583371431,26.721921364758,79507:015:0003,https://www.kv.ee/3731628
3733074,500 €  17.1 €/m²,58.3834212,26.7200502,79507:006:0007,https://www.kv.ee/3733074
3733522,350 €  12.5 €/m²,58.38333,26.72136,79507:005:0006,https://www.kv.ee/3733522
3733707,320 €  21.3 €/m²,58.388212949676,26.729199259277,79514:009:0026,https://www.kv.ee/3733707
3734001,400 €  14.1 €/m²,58.3835448,26.7125863,79501:033:0037,https://www.kv.ee/3734001
3734390,330 €  12 €/m²,58.346953,26.726123,79511:005:0012,https://www.kv.ee/3734390
3734719,375 €  7.50 €/m²,58.377983,26.7290383,,https://www.kv.ee/3734719
3734970,480 €  16 €/m²,58.350761,26.680864,79501:002:0523,https://www.kv.ee/3734970
3735937,580 €  15 €/m²,58.39445190000001,26.7512645,79601:001:2099,https://www.kv.ee/3735937
3735973,450 €  9.02 €/m²,58.376462,26.681999,79502:036:0013,https://www.kv.ee/3735973
3736251,450 €  16.3 €/m²,58.3748559,26.7065758,79506:011:0002,https://www.kv.ee/3736251
3736338,1 900 €  13.1 €/m²,58.379284,26.714307,79507:019:0010,https://www.kv.ee/3736338
3736361,240 €  14.7 €/m²,58.347623,26.725884,79511:005:0023,https://www.kv.ee/3736361
3736676,280 €  16.9 €/m²,58.37637,26.71865,79507:033:0005,https://www.kv.ee/3736676
3737020,220 €  7.33 €/m²,58.380274,26.724751,79507:057:0007,https://www.kv.ee/3737020
3737389,300 €  85.7 €/m²,58.370901,26.721443,79507:042:0015,https://www.kv.ee/3737389
